AF3_delta,AF4_delta,F3_delta,F4_delta,F7_delta,F8_delta,FC5_delta,FC6_delta,T7_delta,T8_delta,P7_delta,P8_delta,O1_delta,O2_delta,AF3_theta,AF4_theta,F3_theta,F4_theta,F7_theta,F8_theta,FC5_theta,FC6_theta,T7_theta,T8_theta,P7_theta,P8_theta,O1_theta,O2_theta,AF3_alpha,AF4_alpha,F3_alpha,F4_alpha,F7_alpha,F8_alpha,FC5_alpha,FC6_alpha,T7_alpha,T8_alpha,P7_alpha,P8_alpha,O1_alpha,O2_alpha,AF3_beta,AF4_beta,F3_beta,F4_beta,F7_beta,F8_beta,FC5_beta,FC6_beta,T7_beta,T8_beta,P7_beta,P8_beta,O1_beta,O2_beta,AF3_gamma,AF4_gamma,F3_gamma,F4_gamma,F7_gamma,F8_gamma,FC5_gamma,FC6_gamma,T7_gamma,T8_gamma,P7_gamma,P8_gamma,O1_gamma,O2_gamma
0.6081240986690554,3.2639011140622896,1.632776579962442,-0.07176724897311505,-0.17228703996360697,0.7469313555583019,-0.005568152936231817,0.9250157127840101,1.4280953409209995,-1.438690361653676,1.2726238612789305,-1.4321026587866497,2.4615351295929426,-0.08691482833317309,-0.13907109596792944,1.3985126873307692,-0.2966982372467506,-0.11829319093615227,-0.5315400072964298,0.4626780746246584,-0.745056987175595,1.0995961301188224,-0.0022935326462579313,-0.8204244771484466,-0.028107111047965896,-0.5606425336502429,-1.1810874855539348,-0.8661957126221407,0.2967942613090988,0.42492870710270786,0.31294778538668133,-0.7272495054013097,-0.8985065880972603,-0.324346750857091,-0.7366026503696628,-0.6099935397725521,-0.73213050890712,-0.23247112949991003,-0.6009067092145072,-0.12251476082212409,-0.6561379748270972,-0.33690996956151076,0.4947809576871328,1.8192886436325084,1.3220649545754355,-0.09326522944880683,0.24626566888614815,1.7649699473430795,0.2518591253761236,0.6182151695958419,-0.5117159547112917,1.2968513098397612,0.4653040628219992,1.9443069718458394,-0.9270208311781721,0.40772797854397236,0.038163354372793425,0.436408867660623,-0.3621408030404299,0.4384471363364836,0.10143016852751889,1.6735095769249717,0.042131799979720934,0.4343950361169231,-0.5263996588448184,-0.7339072431371664,-0.07779635062878844,-0.5409322895410202,-0.0715854718616048,-0.48513683273362784
-0.12032368243828767,2.1466540884633147,0.1391396904126927,0.14395089779818793,0.0007040137702781015,2.1423826536977684,0.4065784748776565,3.5819551793656905,-0.38835412215671156,-0.34756473061427406,0.6857415157969906,1.5711810874979621,0.8503150037622024,1.1699482084801873,-0.19489735051813603,2.511147018287734,-0.17086358049454056,1.2736876681272082,-0.6785802665299486,1.7137261865686817,-0.7791340572614106,1.83758300065269,0.30739664983305465,0.13926639825497503,1.918114463717822,1.2949873350888579,-0.290940487007858,1.6237824785823143,0.7335582116819891,1.8542392714938911,0.5746316913881009,0.6945153725623706,-0.27891633501782503,1.9659260115461092,-0.5558285069047754,1.3931410278423968,0.5358113671492873,-0.00808994389345814,0.7005040686680014,0.47581841205539893,0.9195683497073808,1.0403609076620195,1.5193601622275898,3.111114926945218,1.7483812319748704,1.9295768132243598,0.2943351335228766,4.008752773045811,0.2537340453413041,3.5308492838987617,1.7362552497299288,2.0168537295445756,1.885993430108234,1.878340817672837,1.6864157279071552,1.5158272956105694,-0.15140403001469757,0.9863363517438813,-0.25708441769190477,0.009878062598816195,0.46726448404734405,1.2709321924431976,-0.005428281491244827,1.5057822654301043,-0.5465495698318082,-0.6503298036898981,1.4717983441727227,0.87130081723621,1.3973751780605805,-1.1629635112600745
-0.2208330880953997,1.8016345106743028,-0.2939781160658679,0.3303058676961276,-0.3381178559652466,1.2257293774091553,0.08292434111252936,1.259160457358155,-0.3023726572011496,-0.3969033128753081,0.7203242558412615,0.0609652761992885,0.5340662167273384,1.3886025624806582,2.8903684956920572,1.3053319163653994,2.031129900146542,0.030215084747391995,-0.3090571763561739,2.0701361670841467,-0.6405537354600752,2.789527295718472,-0.11681181591048419,1.3895192980005069,1.5143366352321241,3.411443852272708,0.5951905559001407,1.0514769785296891,3.040113384293496,3.232094090791878,2.9907026537593673,1.4094570552775054,1.396644220550799,4.372607906461409,0.6893336405280478,2.7831095630758336,0.9800544035113563,1.3304115959880163,1.7361569829009702,1.308620981664293,3.1163086117664216,3.648674008472754,0.7495638130007651,1.902055875896381,1.3159441905317404,3.338298984977689,0.7891160759602552,1.4987377233659245,0.9757041780428645,1.8449638858656734,2.4797249644121453,2.34422298899557,2.5721374363832443,1.1643676662368994,1.4621282774351547,2.010468039312006,0.13827948001985324,0.5489941549754523,-0.07883701702900923,0.1407426277509361,0.7699873981126714,1.8579589324681642,0.7576800371182603,-0.09828358861557249,-1.923493338302142,0.9572967463491071,-0.13716619019884738,0.36367852162698483,0.3601688114694103,-0.45719880640696703
-0.2209339402932085,1.090594197337169,-0.2100817755477554,-0.06520779110145222,-0.15770116632819753,3.0099953759163856,0.7393150332212376,1.3991826879897469,1.402007083747719,-0.1144129472124013,1.3477338648073667,-0.7536195476594344,-0.8705047700520397,-0.5493302116002053,1.5303852203274222,0.667126477729859,1.340336159036819,-0.1623374140605894,0.668133359905947,0.34670851072834874,0.4819620198096064,0.27684690361118186,0.006216503219171473,2.3551931503299595,3.2655237730757403,1.9450613280158588,0.578513344286779,1.1961098343312506,2.204317390537671,1.5790881431224506,2.2292552019736727,0.8910247012101475,0.9480387369779802,1.1809393618655117,1.3642322340213537,0.8282840479717356,-0.2477107788862512,1.2372212368680746,0.7363662927528284,1.553361971611483,0.7622855232852539,1.8030778896251098,-0.23977185255463077,0.370200252987089,0.037957512082107736,0.8401388758529514,0.1279031872147134,1.401907526176744,0.24100366235293866,1.5480558693586963,1.6495599314328186,0.37428635805899735,1.7833224116019604,0.7834328635219107,-0.21873535170426994,0.7527357383542508,-0.2901586359876614,2.301051257563674,-0.43311458646735773,1.3476545147742391,0.15985782348002958,-0.02034302101568475,-0.4242833314518657,-0.6955269156830101,-0.19701632011168468,1.0394721425389915,-0.659150151513555,0.7866496995142062,-1.5317602564692097,-0.5383858935330078
0.039149934887283425,0.10291932513137951,0.14786106729810863,-0.18440836882927902,-0.07372631961013447,2.047545899486607,0.6914278910258038,0.3889412908799084,0.38606233603676715,3.635453014408595,1.8101335940801222,1.3514952480827356,0.15275973857832414,1.8083648266335042,-0.3903596443465908,3.58770100249122,-0.7492420399519382,-0.4132083094700066,-0.3588035800439595,0.18573167403362575,-0.4016864420064353,-0.4676231677915843,-0.6177170199126183,0.11597244408377802,-0.61982973945411,1.345781925699513,-0.9578428112730429,0.13969396119553232,0.13613670403142575,0.5827164734540091,0.22406225265621385,0.06366126920735989,-0.9909223894059083,0.19979401594329663,-1.0302611164390256,-0.05335205907815046,-1.00435776117272,0.4033668150357872,0.014464550585084038,0.39563181312611867,-0.2587563545088519,-0.7272617728308517,-0.42851533830437766,1.5303105643723915,-0.7643329999609472,-1.2686474767915015,-1.2165203463551455,-0.5753576030427172,-0.9494866011585595,-0.9506137905867048,-0.8856700237633591,-0.5893953482055424,-0.8642073518195477,0.25266890695453825,-1.8077529005186999,-0.8123811257736749,-0.7291799571498094,-0.3913892569796168,-0.8569846276808418,-1.063505337107101,-0.8124159440259912,-0.549097247626851,-0.6771536263710166,-1.8499074159267812,-1.3435721035039876,-0.7734760965393664,-1.4268555288538614,-1.4728105527748008,-1.922129611615791,-1.3045654760956673
-0.5599497505544194,1.0659586675754793,-0.8842303490498759,0.11637774146499964,-0.19717973125414182,1.8384030435736836,-0.2670336571385943,0.38683250732877345,-0.22095154455002386,-0.12301418521803806,-0.7847845647294738,-0.4174762574624042,-1.1122579894221332,-1.3659639911391686,0.7555498790481991,0.13513809002250907,0.6432392930125753,-0.4188008090350141,-0.7022252115880457,0.685182548481494,-0.5932313035442045,0.6065914315713149,-1.236794355605724,1.6912685221705632,-0.370045313351858,-0.20383612652209807,0.7306376682331929,-1.080952507051331,0.2932367041767789,0.28084303359265583,0.29482148116296625,0.3122014410700919,-0.5484665037434014,0.23056289957862647,0.33034796827847446,0.3009195634078869,0.9045103782645026,0.6755376886091929,0.7506941741671748,-0.2492214858848955,0.8605461101507274,-0.39170813070951677,-0.6517543429754725,-0.7111112156454986,-0.8933129637198314,-1.3398345954735764,-0.8385375411620047,-0.5222492110552395,-0.7033079365937841,-0.6109239391442558,-0.8857302903101716,-1.5306449904196808,-0.6231091266818868,-1.1509096970679737,-1.2504857534228355,-0.7472401208830574,-0.4204893581480031,-0.6657536078354156,-0.10338154153062083,-1.535105955297725,-0.9064294746524678,1.1309924579994777,-0.34426392706002595,2.5240994321342405,-1.0249190466355607,-1.7531076818557618,0.15192021197130687,-1.6590162739750949,0.05989339384999732,-0.5215837741300194
-0.5090924340750892,0.03594971952416872,-0.6728998669023523,-0.18952526739080575,-0.46821105447468736,0.9084190592665727,-1.1605701890703404,0.7703130575628548,0.33099851211121906,-1.171795765208411,1.1397454140748304,-0.3944303946925642,1.3515645916275012,-0.2542229960999081,0.21366163582555983,-0.7244325000553475,0.36219232920337935,-0.15258556734420822,-0.5151243863879413,-0.25109162793915846,0.01360887365925575,-0.2892596261373331,-1.4896657684497803,0.6233454427955443,-0.3761344034193793,1.1278258577717408,-1.0902390495597225,-0.28433016455249205,-0.031036146560171528,0.7589005501429343,0.2278444944822106,0.6320860142814493,-0.49273697829208335,1.0736567628130493,-0.6644168886798084,1.1275912274899191,-0.22332648442931122,0.7720335680982162,0.25937678373801576,0.6271273741419285,-0.3729176102024104,0.6643679138701738,-0.35764771836924314,-0.3412635713451521,-0.1404093841839523,1.3629372843507546,0.2613058751532267,2.28337342885395,0.23578174077565178,3.366192643710018,2.438350375992842,1.1157651177480494,0.8709690797435528,0.030519341767946736,-0.5180874701424544,-0.1574709292823911,-0.11040590312500681,-0.3383205407275762,-0.5670068260260868,-0.9223118015428199,-0.5078943555411155,-0.5772898000944785,-0.5057538358179672,0.09683786073262682,-1.7017802693794823,-0.772525081899189,0.42854195873794204,-0.4411765780548286,1.2103105233652918,-0.3411169273210981
0.2392204037421735,0.04679201979798625,1.0657630225966563,-0.1686479906153418,-0.0035462744556475786,0.06372731959387386,0.3185845977866072,-0.1552147364617834,-0.5814681303744911,0.3089142886652217,-0.43919006600179306,-0.7203510264999597,-0.19244192623558495,0.30092922008674144,0.9371288805619091,0.7426114895626121,1.1954517682541517,0.279978012692098,0.3973303090099255,0.6093906471615292,0.18734041941400412,1.9288487575667261,1.3399704132729509,0.862682322506199,0.9932631621290149,0.1221910002171075,3.1350824166296247,3.265717791233881,0.597314525508747,0.6694948099051263,0.47690649269931396,0.679318327250429,1.1385854567150904,0.5684751815565959,1.4803905060373796,1.3913986374196547,2.109450163406022,0.622218775232399,1.7241466364141547,1.288370165922943,2.0632537478543447,1.0582708088566233,0.7468629143091287,1.5715146269317877,1.6395964386706834,0.55875028090595,-0.4064111541042748,-0.7445119743114746,-0.8432373715552639,-0.029595428344919253,1.0483720475213159,-0.7379408312053702,1.4485438703881781,-0.04714116289756281,2.3260957177622092,-0.15892911494469072,0.28010364977214874,1.4177228598912208,-0.35215972755095726,0.8002695417728265,-0.6346096714717505,-0.1443566286825192,-0.4289632049656996,0.2336813857436596,0.6017127288916708,1.2822589447896746,1.0849368637239034,0.5852506846755887,1.9168168144782045,0.6099903397601852
-0.35722305667361187,-0.2268664489814353,-0.09195444237506242,-0.31437225005181024,-0.131004016038515,0.6728291018617869,1.3432387580515015,0.8519408464179277,-0.5123229916087135,1.1005468836406374,0.46067575916481096,0.587050243394824,0.05456535359937679,-0.36707293834327176,-0.099641688370225,-0.31818955909776947,-0.1539743184384313,-0.31750931022104545,-0.7996439060104269,-0.9356371427071799,-1.105769748229328,-0.8998185394823283,0.5114735113710479,0.19766891034435755,1.1906872485987932,-0.1000486968236732,0.33042333519658723,0.6107221416728558,-1.1875361532569275,-0.4710654588044895,-1.0327007469578717,-0.474400233994948,-1.3054318374327059,-0.4344678470712631,-1.556419101195588,0.35992268898637336,0.17075566546536414,-0.9880156248915056,0.17092662923360044,-0.9763801569083563,0.16082482532605144,-0.4459017081554587,-0.8703049957308341,-1.663763292605001,-1.2539914735247237,-1.5837383201297326,-0.7409520684872248,-0.9568699537140868,-0.14303432129912055,-0.4456115996566207,-0.42084691808823016,-1.1567284089253105,-1.2549808707922163,-1.4502750090957284,-1.8077090473810113,-1.0885786861976308,-0.1642006537197742,-0.8984484789701175,-0.45750784758983565,-1.351865046240167,-0.651843959209994,-2.0055163578597544,-0.5056657165333831,-1.5331174959629963,-1.5363822200456885,-1.7767201648663975,-1.2007610383714462,-0.9167179152800162,-1.3615151838592645,-1.024581082109119
-0.01933324432518698,-0.7200216577159081,-0.2699762819716432,-0.1083848368759989,-0.25729590363236304,-0.002495610643455701,-0.5381181744991965,1.2430213787334743,-0.13953752032666378,-0.4056853213223695,-0.5203306552924454,0.6538722621663295,-1.1225375941301123,0.12130531753086563,0.07855413019370155,-0.04097998191976483,0.8081100882492006,0.6403824855245673,-0.039449546313004576,0.8214396807746139,-0.6483549949039223,-0.7048196353772892,-0.18502170717759162,-0.14524054507649123,-0.3441457301136386,0.8654269288123209,0.3601194431655067,0.8630396203839252,-0.5924115142550134,-0.7585439739007995,-0.8308027884853386,-0.6818782797476242,-0.4412227954880466,-0.5095894452680699,-0.015422158459256444,0.1479490018131528,0.056111282440430475,-0.4677651755305092,-0.8017725268810942,-0.5981949888639463,-0.39111542333554417,-0.056139910744911335,-0.47290255499601397,-0.375930607812343,-0.5882935863923019,-1.0973956189005527,-1.3432295091614073,-0.6424234475179684,-0.5153128002291478,-0.404831010368953,-0.07930314028383648,-1.061060238170122,-1.361888523934545,-0.7509664899537846,-1.567903611245842,-0.43808162352155816,-0.2843761994172031,1.1552655224895283,-0.5133790584928498,-0.06877156523827761,-0.2132727918396814,-0.7417263821961527,-0.6021326350648958,-1.3373514308328516,-1.0942953181453898,-0.2314707877307109,-0.6769617682183783,0.16622582295856594,-1.451693080185441,-0.188208906972012
